basin_id,latitude,longitude,length_km_river,perc_agricul,perc_bog,perc_eff_lake,perc_lake,perc_glacier,perc_forest,perc_mountain,perc_urban,area_total,height_minimum,height_maximum,height_hypso_10,height_hypso_20,height_hypso_30,height_hypso_40,height_hypso_50,height_hypso_60,height_hypso_70,height_hypso_80,height_hypso_90,specific_runoff,annual_runoff,is_sk,mean_summer_prec,mean_fall_prec,mean_annual_prec,mean_wet_days,mean_summer_temp,mean_winter_temp,utm_east_z33,utm_north_z33
egge,61.6750407022937,6.54216736953987,9.3,0.1,0.5,1.4999999999999998,5.1,2.4,5.6,71.2,0.0,15.1,488.0,1586.0,648.0,746.0,911.0,1064.0,1121.0,1202.0,1280.0,1364.0,1439.0,77.2,,1.0,359.050303030303,593.989090909091,5.68169003567577,0.499370701774923,8.42899868247694,-6.92756883814641,53203.0,6867085.0
eidsetelva,62.0286309537128,5.89939907650345,1.9,0.0,0.0,7.7,14.6,0.0,0.0,84.8,0.0,2.9,395.0,1264.0,595.0,726.0,839.0,869.5,900.0,963.0,1002.0,1027.0,1061.0,124.2,,1.0,464.1933333333329,917.066363636364,8.81133410769103,0.53199964994789,9.45364624505929,-5.27900604432505,24909.0,6910791.0
eikemo,60.7860823693127,5.8197393175114,2.5,0.0,0.0,5.293103448275862,7.955172413793102,0.0,0.0,91.94137931034484,0.0,2.9000000000000004,643.0,955.0,654.0,673.0,695.0,714.0,734.0,747.0,763.0,790.0,835.0,116.23448275862069,,1.0,615.0059561128531,1138.7234378265448,10.550733627627434,0.5652630342581174,10.488043023942556,-4.0149610939996805,1280.0,6773960.0
ekkjestoelen,59.7786176604779,6.75235700715265,4.5,0.0,0.0,5.4,9.4,0.0,0.0,90.7,0.0,6.3,848.0,1420.0,890.0,912.0,951.0,994.0,1035.0,1080.0,1148.0,1218.0,1273.0,97.4,,1.0,445.666666666667,828.84393939394,7.64467933294615,0.4929106491989149,8.56492424242424,-6.05859973136333,37680.0,6655583.0
engesetelva,60.98970846521,5.40509684898872,3.4,0.0,0.4,1.9,6.1,0.0,20.4,72.6,0.0,3.9,379.0,682.0,459.0,481.0,506.0,533.0,553.0,571.0,586.0,604.0,626.0,148.9,,1.0,670.626666666667,1259.10878787879,11.3027370779059,0.572109257173511,11.4079249011858,-2.37471457353929,17848.0,6799700.0
fiskloeysa,64.4475680095097,14.0097615775403,18.0,0.0,4.1,0.7,3.5,0.0,16.8,72.5,0.0,57.4,508.0,1267.0,685.0,734.0,780.0,808.0,836.0,883.0,939.0,996.0,1066.0,40.4,,1.0,464.193333333333,917.066363636364,8.81133410769103,0.53199964994789,9.45364624505929,-5.27900604432505,452319.0,7147248.0
fivelandselva,59.6815591493939,6.43836313180891,4.7,0.1999999999999999,1.7,0.7,4.4,0.0,59.4,33.6,0.0,5.7,373.0,903.0,531.0,579.0,615.0,635.0,667.0,699.0,735.0,768.0,802.0,91.5,,1.0,437.58848484848494,821.8003030303031,7.400155977764869,0.492576963161562,11.1289163372859,-3.72554398925453,18756.0,6647079.0
fjellbergsaano,59.37699325445,6.45110094574727,4.3,2.5,8.7,0.0,0.9,0.0,34.9,49.0,0.0,5.0,251.0,971.0,413.0,495.0,580.0,638.0,705.0,735.0,761.0,783.0,802.0,72.4,,1.0,492.79303030303,806.57,7.51120467933295,0.488093568474398,11.380477602108,-3.35349563465413,15097.0,6613255.0
follsjaa,59.6734192344459,9.21968083509157,20.4,0.5,2.8999999999999995,11.900000000000002,15.099999999999998,0.0,67.8,9.400000000000002,0.0,109.0,221.0,1302.0,223.0,260.0,314.0,362.0,438.0,528.0,667.0,760.0,877.0,12.3,,1.0,292.686666666667,291.25696969697,2.67405874056252,0.326288345196842,12.813465085639,-5.22202820685024,174687.0,6629231.0
fosstveit,58.6411467825902,8.90308027503209,41.7,1.7,4.7,2.9,9.6,0.0,82.8,0.0,0.0999999999999999,349.0,13.0,506.0,108.0,157.0,189.0,199.0,219.0,239.0,262.0,293.0,340.0,24.4,,1.0,331.510303030303,495.90393939393897,4.15588235294118,0.371529398126312,15.049476284585,-1.7823740765614502,146415.0,6516165.0
furegardane,60.6215213522012,6.15912718664742,6.2,0.8000000000000002,1.4999999999999998,0.0,0.3,0.0,37.6,49.3,0.0,14.1,310.0,1129.0,474.0,543.0,595.0,637.0,684.0,721.0,773.0,842.0,923.0,80.1,,1.0,395.178181818182,708.7348484848491,6.7844901684228,0.517484534629587,10.7573056653491,-3.81270651443922,17151.0,6753189.0
gapestad,59.43585743063,11.242124955151,46.2,25.6,3.1,0.1,2.7,0.0,65.8,0.0,0.7,462.0,56.0,323.0,111.0,118.0,124.0,135.0,143.0,158.0,175.0,193.0,216.0,14.0,,1.0,263.273636363636,307.118181818182,2.72625985231892,0.349453157231361,15.1007048748353,-2.32069509738079,286911.0,6594606.0
gjerde,60.1193108452475,6.33363055922363,3.4,0.0,0.0,0.9,2.6,0.0,3.7,93.4,0.0,3.8,432.0,1304.0,609.0,718.0,825.0,898.0,964.0,1018.0,1050.0,1088.0,1165.0,83.0,,1.0,445.907575757576,759.27303030303,7.17823446444869,0.49681282099949,9.42353425559947,-4.99887508394896,19296.0,6696296.0
gosland,60.6008960976621,6.33099092677424,3.7,0.0,1.7731343283582088,0.1044776119402985,1.3476923076923075,0.0,32.64923076923076,64.0923076923077,0.0,6.5,391.0,1222.0,458.0,592.0,685.0,795.0,891.0,988.0,1082.0,1122.0,1163.0,98.10153846153848,,1.0,380.0323263403261,681.296713286713,6.66932039900695,0.5018582014437989,8.950150907063954,-5.949631141189231,26201.0,6749635.0
grislefoss,58.1303478617608,7.33810486077381,10.0,1.7,6.1,4.2,9.3,0.0,77.9,4.8,0.0,30.7,47.0,310.0,124.0,165.0,195.0,216.0,230.0,240.0,251.0,263.0,278.0,42.8,,1.0,413.838484848485,721.626666666667,6.14721148261844,0.459790036925952,14.2054743083004,0.029341840161182,49357.0,6468877.0
groeslandselva,60.411422386531,9.36710590397515,21.4,0.0,19.5,0.8,3.5,0.0,39.1,35.2,0.0,46.0,387.0,1443.0,776.0,846.0,883.0,925.0,966.0,1011.0,1039.0,1086.0,1198.0,29.7,,1.0,281.078484848485,248.184545454545,2.31027959844022,0.308941444692335,9.71147891963109,-8.04982538616521,189981.0,6710493.0
gryta,63.0610962092321,9.16277440886512,6.9,0.0,11.5,0.2,2.1,0.0,13.4,2.0,0.0,7.7,319.0,610.0,388.0,415.0,435.0,451.0,463.0,476.0,491.0,502.0,524.0,44.4,,1.0,322.3242424242421,404.61696969697,4.12801211316685,0.455625098736289,11.6568708827404,-3.42699798522498,205240.0,7005807.0
grytendal,65.1833604417679,12.8125522399989,1.6,0.0,0.5,1.1,3.9,0.0,9.3,77.1,0.0,30.0,216.0,996.0,344.0,424.0,515.0,590.0,643.0,683.0,732.0,796.0,843.0,92.5,,1.0,492.399090909091,783.234545454546,7.93571393014187,0.532667476635726,10.1929710144928,-7.08298858294157,397600.0,7230611.0
grytfossen,61.0001478683563,9.92281254288353,24.2,2.6,13.300000000000002,0.2,2.0,0.0,57.9,18.8,0.0,106.0,567.0,1411.0,685.0,750.0,795.0,831.0,861.0,894.0,966.0,1038.0,1117.0,22.7,,1.0,354.195757575758,291.319696969697,3.00175972786858,0.356099601190632,10.5413405797101,-7.41430826057757,225580.0,6773439.0
hammerstrand,63.2975592896854,10.1395419686742,6.8,1.7000000000000002,13.099999999999998,2.1,5.4,0.0,76.2,0.0,0.0,10.5,174.0,413.0,248.0,275.0,294.0,313.0,329.0,339.0,350.0,360.0,372.0,20.8,,1.0,236.912727272727,249.193939393939,2.58335932962748,0.3853021302034739,12.3993873517787,-3.11866689053056,256468.0,7027983.0
hansfoss,63.7172359972037,11.4557250252937,13.7,5.3,17.3,0.7,3.7,0.0,65.1,5.0,0.0,69.8,119.0,731.0,192.0,239.0,279.0,293.0,320.0,385.0,440.0,473.0,528.0,27.3,,1.0,368.650606060606,357.994242424242,3.66265411100971,0.451387195139277,12.2928359683794,-3.86698119543318,324964.0,7070366.0
harstveitbekken,58.8644387405007,8.34783812939028,6.7,0.0,1.0,19.9,33.2,0.0,51.3,2.1,0.0,12.3,446.0,697.0,537.0,549.0,551.0,553.0,555.0,569.0,588.0,607.0,627.0,36.4,,1.0,346.288484848485,466.538787878788,3.9359254957272,0.373858835803966,12.6467490118577,-3.81060443250504,116729.0,6544036.0
havdal,64.6385725886005,13.6758573558372,26.6,0.3,13.4,3.2,11.3,0.0,31.5,31.6,0.0,120.0,363.0,1003.0,474.0,535.0,572.0,594.0,612.0,647.0,684.0,729.0,792.0,35.4,,1.0,293.367575757576,308.03303030303,3.29202688127437,0.439761146261546,10.4418675889328,-7.24937206178643,436717.0,7168858.0
heggtveit,59.333808680596,8.06524667559807,3.4,0.0,2.980821917808219,0.2876712328767123,1.4328767123287671,0.0,52.457534246575335,39.91369863013698,0.0,7.300000000000001,682.0,1060.0,757.0,794.0,834.0,867.0,893.0,917.0,945.0,971.0,1001.0,43.34931506849316,,1.0,335.50665836446655,384.00028227480266,3.5382556266898813,0.3863694653050545,10.397822928510855,-6.098785017065787,105901.0,6597775.0
heimseta,61.6857066161875,5.78557926762527,10.5,1.2,4.9,4.6,12.4,0.0,44.4,34.5,0.0,22.9,179.0,876.0,233.0,290.0,357.0,445.0,511.0,553.0,590.0,644.0,702.0,84.5,,1.0,412.431818181818,816.403333333333,7.40036256533643,0.538395602072581,11.775783926218702,-2.25048690396239,13586.0,6873709.0
helgaaa,62.0546437834703,5.76752221344527,2.8,0.0,0.0,14.6,21.8,0.0,0.0,78.0,0.0,2.7,597.0,1109.0,693.0,700.0,702.5,705.0,731.0,774.0,824.0,876.0,931.0,111.1,,1.0,485.038181818182,925.0348484848488,8.55746370198291,0.53747751085673,10.0921772068511,-4.33254197447952,18482.0,6914637.0
hjortelandsaano,59.3748373595265,6.43814760685054,2.7,2.185964912280702,9.015789473684212,0.0491228070175438,1.0385964912280703,0.0,54.170175438596495,30.671929824561406,0.0,5.699999999999999,340.0,810.0,447.0,506.0,530.0,555.0,588.0,625.0,669.0,721.0,756.0,70.68596491228071,,1.0,512.830536948432,830.6421531100483,7.717391360671651,0.491789824454131,11.67546101749766,-3.0493135626170846,14321.0,6613108.0
hoelera,60.7584145704559,9.65721757067509,32.8,1.0,21.1,0.3,4.0,0.0,56.5,12.4,0.0,223.0,252.0,1292.0,760.0,801.0,824.0,841.0,870.0,914.0,961.0,1021.0,1071.0,14.7,,1.0,290.882121212121,221.913636363636,2.25508835974446,0.341982499667564,10.3735046113307,-7.72675285426461,209060.0,6747717.0
holen,61.355990003782,7.07524695170891,13.4,0.0,3.3,0.7,2.2999999999999994,2.6,14.7,72.6,0.0,28.9,392.0,1641.0,640.0,770.0,877.0,976.0,1053.0,1155.0,1251.0,1329.0,1432.0,70.1,,1.0,302.888787878788,572.518181818182,5.3206454824525,0.471067624839607,8.55004281949934,-7.00034251175285,76892.0,6828173.0
holsen,61.4283676890902,6.16937431024666,6.0,0.0,3.4,1.3000000000000005,3.0,0.0,0.0,88.7,0.0,14.1,589.0,1425.0,687.0,791.0,833.0,878.0,932.0,996.0,1066.0,1132.0,1207.0,102.7,,1.0,438.627575757576,748.526060606061,7.11583174313449,0.533253700266744,8.90994071146245,-6.16656145063801,29858.0,6842411.0
hommsaane,59.2487730272271,7.54425817263428,5.1,0.0,2.9821138211382108,7.647967479674795,10.009756097560976,0.0,41.12845528455284,44.83252032520325,0.0,12.3,665.0,1251.0,715.0,777.0,817.0,866.0,911.0,949.0,988.0,1022.0,1056.0,31.21219512195121,,1.0,286.6864104459224,380.2932126139444,3.3288955757059417,0.380747666178355,9.377755524492,-6.237514947009776,75317.0,6591552.0
hovland,61.606215299619,5.45629441298329,2.9,0.0,0.1,1.2,6.7,0.0,0.0,92.3,0.0,4.1,450.0,976.0,503.0,584.0,627.0,661.0,686.0,705.0,723.0,744.0,798.0,137.5,,1.0,529.15303030303,951.065151515152,8.57107193229901,0.56363776880422,10.501488801054,-3.53841504365346,5015.0,6867443.0
hugla,61.0359875157765,6.62366509533327,8.7,0.0,6.3,0.2,2.2,0.0,12.7,71.8,0.0,14.9,514.0,1558.0,730.0,837.0,932.0,1028.0,1137.0,1225.0,1263.0,1312.0,1370.0,61.8,,1.0,343.022727272727,602.397272727273,5.96679996681324,0.459282688672973,8.33658102766798,-6.88470114170584,48337.0,6795737.0
imsland,59.4856332422257,5.98277044721405,15.3,5.3,2.8,2.4,5.6,0.0,39.8,37.9,0.1,37.8,115.0,985.0,168.0,270.0,336.0,380.0,451.0,529.0,588.0,661.0,768.0,83.4,,1.0,634.105757575758,1107.16939393939,9.55566995768688,0.525787134221117,12.2879249011858,-2.02453660174614,9726.0,6628772.0
jaastad,60.3470484295047,6.61166199864918,1.7,0.0,0.3153846153846154,0.0807692307692307,1.675,1.5346153846153845,9.15,86.95,0.0,2.0,239.0,1386.0,450.0,598.0,723.0,781.0,826.0,869.0,910.0,952.0,1001.0,91.65,,1.0,324.9477272727275,616.9863636363636,5.556437816311295,0.4526498831075987,9.220133399209482,-5.457737575554063,37863.0,6719536.0
joka,61.0516057524227,6.90743164687736,11.0,0.1,0.0,0.0,0.8,11.999999999999998,14.1,68.8,0.0,46.5,170.0,1647.0,494.0,787.0,936.0,1090.0,1205.0,1299.0,1375.0,1430.0,1487.0,56.3,,1.0,287.684545454545,510.163636363636,4.89989380237285,0.42225740422722,8.271534914361,-7.109637340496979,63790.0,6795551.0
jorda,61.6999432465723,9.72578350691607,9.8,1.6,5.0,0.0,0.3,0.0,32.9,55.7,0.0,35.1,777.0,1427.0,838.0,881.0,914.0,959.0,1013.0,1071.0,1135.0,1205.0,1271.0,13.5,,1.0,634.105757575758,1107.16939393939,9.55566995768688,0.525787134221117,12.2879249011858,-2.02453660174614,221266.0,6852060.0
jordal,62.738653014379,8.31423559102045,8.1,0.0,7.4,0.4,2.3,0.0,10.5,42.2,0.0,25.9,301.0,1610.0,517.0,578.0,625.0,668.0,704.0,760.0,818.0,909.0,1066.0,58.8,,1.0,422.891818181818,496.118484848485,5.17716916950137,0.42938778386328,10.2662417654809,-5.36246809939557,158777.0,6974195.0
kaldaaga,68.33335391894,16.8815327368646,3.9,0.0,5.5,0.0,0.1,0.0,10.2,75.3,0.0,6.1,303.0,1228.0,397.0,473.0,525.0,568.0,619.0,668.0,723.0,805.0,930.0,49.3,,1.0,312.690909090909,443.712121212121,4.49966564340828,0.451223534412509,9.45591567852437,-8.38145399597045,577512.0,7581205.0
kaldsaani,59.5300777154192,7.31591116904457,7.1,0.0,0.0,1.6,7.8,0.0,3.2999999999999994,89.0,0.0,12.0,972.0,1343.0,1044.0,1091.0,1170.0,1219.0,1232.0,1248.0,1258.0,1274.0,1297.0,53.79999999999999,,1.0,257.439393939394,391.131212121212,4.00153156890401,0.421012673477529,7.74039196310936,-7.30459368703828,65975.0,6624216.0
kanndalen,62.6833412262007,8.19295574215864,7.7,0.0,1.8,0.6,3.1,2.2,9.4,73.2,0.0,24.6,418.0,1705.0,580.0,678.0,758.0,814.0,876.0,929.0,1011.0,1123.0,1257.0,68.6,,1.0,447.22666666666703,529.516666666667,5.57642993445615,0.430965518730629,9.57761528326746,-6.25066487575554,151931.0,6968706.0
kinnforsen,66.1238287833427,13.6380604516742,11.5,0.0,7.6,3.5,9.5,0.0,21.9,52.6,0.0,17.5,323.0,741.0,380.0,445.0,496.0,499.0,511.0,529.0,556.0,598.0,665.0,68.8,,1.0,268.160606060606,507.23303030303,5.1025885671617,0.485847552306082,10.6416699604743,-6.39571860308932,438496.0,7334373.0
kistafossen,66.6280613524255,13.4143459936305,7.2,0.9000000000000001,1.4,0.2,3.3,0.0,20.6,57.0,0.0,22.6,77.0,879.0,187.0,241.0,305.0,360.0,417.0,461.0,516.0,584.0,637.0,74.3,,1.0,522.629393939394,810.572727272727,7.46625072596034,0.544623801952336,11.1892951251647,-4.53757219610477,429818.0,7390806.0
knutfoss,64.5160139457881,12.4491110684782,30.9,0.1,16.0,0.7,4.0,0.0,72.3,5.0,0.0,113.0,94.0,760.0,162.0,199.0,233.0,261.0,293.0,330.0,366.0,414.0,477.0,51.9,,1.0,312.256363636364,432.239090909091,4.5406687131834405,0.481771490983317,12.2295619235837,-5.04567830758899,377570.0,7156987.0
kraakenes,61.4831106301097,5.71606577685256,5.9,0.0,4.7,0.1,1.0,0.0,51.6,25.5,0.0,6.4,304.0,847.0,357.0,386.0,418.0,461.0,499.0,525.0,554.0,609.0,665.0,87.9,,1.0,469.29,838.228787878788,7.71507840371692,0.534661182516943,11.6034255599473,-2.37746809939557,6699.0,6851824.0
kvaale,61.4563416727066,7.46206335957668,11.9,1.6,0.8999999999999999,0.3,1.7,0.0,29.899999999999995,59.7,0.0,73.3,130.0,1564.0,413.0,664.0,792.0,907.0,1015.0,1101.0,1174.0,1244.0,1328.0,45.0,,1.0,283.641212121212,465.249393939394,4.46979092342156,0.423996072142558,9.24740118577075,-6.64335460040296,98800.0,6836886.0
kvamselva,61.3906934246426,5.65954453339943,4.5,0.0,2.1,0.2,2.3,0.0,14.7,55.7,0.0,6.8,266.0,1205.0,341.0,417.0,502.0,565.0,640.0,711.0,765.0,817.0,916.0,112.2,,1.0,500.725454545455,905.38,8.32423297104455,0.533334394097303,10.7392654808959,-3.50503022162525,2234.0,6842040.0
kvassteinaaga,66.1294683014276,13.6053308126613,8.3,0.1,7.3,1.4,7.7,0.0,29.6,47.7,0.0,29.6,162.0,741.0,334.0,381.0,438.0,493.0,503.0,520.0,549.0,589.0,658.0,72.0,,1.0,261.20303030303,495.645757575758,4.94596863851323,0.48360630957563,10.8917852437418,-6.09321692411014,437039.0,7335049.0
kveasaa,59.1436994515949,7.56147157247772,9.9,0.0,5.4,1.0,7.2,0.0,57.2,28.899999999999995,0.0,18.2,647.0,1260.0,736.0,787.0,834.0,875.0,899.0,940.0,998.0,1033.0,1107.0,46.9,,1.0,279.558484848485,364.280606060606,3.24407616361072,0.376848371746249,9.79228919631094,-5.86757891202149,74997.0,6579791.0
kvemma,61.0294701216695,7.75084481209575,8.9,0.0,0.2,0.1,1.9,0.0,2.0,95.9,0.0,18.2,905.0,1685.0,1174.0,1243.0,1310.0,1356.0,1397.0,1436.0,1485.0,1543.0,1600.0,31.3,,1.0,170.514848484848,173.681818181818,1.7629146270638,0.303700209917613,6.48764822134387,-9.29444257891202,108875.0,6787775.0
kvernaai,62.0674025018476,9.00222854397116,6.8,0.0,8.3,0.1,0.5,0.0,4.0,92.3,0.0,20.4,891.0,1577.0,1058.0,1091.0,1123.0,1140.0,1163.0,1197.0,1234.0,1287.0,1351.0,19.9,,1.0,232.08393939393892,144.47303030303,1.91234547415581,0.303459264958761,8.35793148880105,-8.15307253190061,186865.0,6896186.0
kvernhus,60.9813361752236,5.50122881784034,3.2,0.0,1.6,3.8,4.2,0.0,26.2,57.0,0.0,4.4,390.0,812.0,413.0,454.0,500.0,542.0,576.0,607.0,631.0,682.0,741.0,135.6,,1.0,617.481212121212,1075.37515151515,9.7005558782046,0.56596197843088,10.7413768115942,-3.44395903290799,12771.0,6797976.0
kvitaai,59.8822317648403,8.72608979516788,7.1,0.0,4.0,5.0,7.1,0.0,33.5,41.9,0.0,14.5,922.0,1383.0,933.0,954.0,986.0,1021.0,1050.0,1079.0,1122.0,1172.0,1226.0,34.3,,1.0,312.763939393939,313.497575757576,2.77516054094416,0.328365699893961,9.08333003952569,-7.61132303559436,149168.0,6654929.0
langaasfoss,63.7111234909731,11.3495761309714,9.3,5.0,17.7,3.1,5.6,0.0,68.5,0.7,0.0,28.8,131.0,569.0,165.0,185.0,207.0,257.0,315.0,356.0,383.0,405.0,432.0,26.1,,1.0,324.21060606060604,330.592121212121,3.3352169584335893,0.443413508147236,12.5939855072464,-3.41340496977838,319686.0,7069977.0
langdalselva,70.0108517072146,22.1275704785105,17.1,0.0,0.0,1.2,6.3,0.0,2.2,90.6,0.0,31.7,237.0,745.0,465.0,542.0,572.0,584.0,600.0,614.0,627.0,643.0,663.0,36.4,,1.0,207.035151515152,256.924545454545,2.68159130506928,0.351753499668701,8.95165019762846,-10.2095668233714,771404.0,7782964.0
lauvsnes,64.4980423688764,10.9184724273538,27.1,0.7,5.4,6.6,12.0,0.0,47.9,28.7,0.0,103.0,18.0,610.0,73.0,116.0,148.0,187.0,219.0,252.0,298.0,357.0,439.0,38.1,,1.0,321.444545454545,523.278181818182,4.9096432423463,0.495139844681424,12.4772562582345,-2.3875083948959,304014.0,7158815.0
leirelva,66.0351125508442,14.0977850435289,12.6,0.1,0.3,0.4,0.4,22.1,16.1,71.7,0.0,16.1,389.0,1275.0,497.0,572.0,633.0,678.0,702.0,737.0,818.0,978.0,1110.0,61.1,,1.0,488.945454545455,816.422424242424,8.86545424375674,0.520048098069144,9.11398880105402,-8.61548018804567,459135.0,7324179.0
lekum,59.5226244446645,11.2487574038948,54.1,26.5,2.0,0.1,1.9,0.0,62.0,0.0,1.2,236.0,57.0,329.0,124.0,139.0,149.0,160.0,168.0,178.0,192.0,208.0,229.0,17.0,,1.0,257.811212121212,298.251818181818,2.65973616527006,0.338994782177802,14.9060243741765,-2.9538885157824,287831.0,6604237.0
liaelva,60.8676951063393,9.43589376739343,9.3,0.5,11.9,1.6,4.8,0.0,76.3,3.0,0.0,17.4,704.0,1089.0,819.0,865.0,890.0,911.0,931.0,939.0,952.0,968.0,999.0,17.8,,1.0,285.807878787879,216.920606060606,2.23780386625736,0.340741178516347,10.2038405797101,-7.70891537944929,198058.0,6760872.0
ljoesaaa,62.6597329055427,8.39033620988787,3.3,0.0,0.0,0.6,2.3,0.0,3.1,93.7,0.0,5.7,446.0,1550.0,859.0,951.0,1015.0,1075.0,1141.0,1201.0,1270.0,1351.0,1431.0,75.2,,1.0,321.215454545455,380.954545454545,3.9777723388368,0.38654572442034,8.17485836627141,-8.07434184016118,161763.0,6965023.0
loekkeboe,61.6201905169756,5.56402665419788,5.0,0.0,3.1,0.0,0.8,0.0,22.6,69.7,0.0,6.6,220.0,974.0,372.0,463.0,548.0,606.0,653.0,690.0,724.0,755.0,792.0,114.8,,1.0,592.200909090909,1075.47090909091,9.858178046959258,0.568700113312323,11.106976284585,-2.77562793821357,871.0,6868133.0
lotsberg,61.867260820813,6.1070727411975,3.7,0.2,12.0,0.0,0.6,0.0,12.8,42.8,0.0,4.8,374.0,1043.0,501.0,564.0,612.0,659.0,714.0,771.0,814.0,861.0,910.0,78.5,,1.0,253.442727272727,530.748484848485,4.67813158549739,0.478369166319077,10.6839130434783,-3.88283075889859,33239.0,6891428.0
maaren,61.157635729684,6.07774637314859,10.9,0.3,5.2,0.2,2.1,0.0,35.9,56.3,0.0,20.7,298.0,1259.0,477.0,543.0,600.0,655.0,705.0,767.0,865.0,953.0,1046.0,86.0,,1.0,371.425151515152,688.395454545455,6.29012196133743,0.4929026934691409,10.3814822134387,-4.33733713901948,20872.0,6813117.0
maelafoss,63.4909969083064,10.918682147046,25.0,5.4,9.0,3.7,8.0,0.0,73.2,2.4,0.0,50.4,53.0,535.0,144.0,180.0,200.0,216.0,233.0,257.0,285.0,315.0,360.0,27.0,,1.0,303.200606060606,324.618181818182,3.34858375508172,0.446655581683182,12.9033432147563,-2.68387844190732,296850.0,7046757.0
malmeelva,62.7933130862408,7.22706922019126,13.5,3.8,14.3,0.2,2.5,0.0,45.6,19.5,0.0,29.5,104.0,975.0,180.0,236.0,261.0,292.0,349.0,407.0,474.0,553.0,657.0,64.7,,1.0,418.35303030303,683.778181818182,6.31648303326973,0.500540421358179,12.0069071146245,-1.79543317662861,104205.0,6986480.0
mela,64.2396183377705,12.5941345787731,9.9,0.0,16.8,5.3,17.6,0.0,56.4,7.5,0.0,29.0,359.0,572.0,376.0,391.0,408.0,422.0,434.0,444.0,457.0,470.0,489.0,30.6,,1.0,322.27484848484806,365.881818181818,3.9900920932547903,0.462596136470315,11.5939624505929,-5.40620886501007,383354.0,7125918.0
middoela,59.9372422373314,8.70555644936954,11.7,0.0,12.0,0.1,2.6,0.0,43.9,26.4,0.0,29.2,538.0,1238.0,845.0,919.0,954.0,977.0,1006.0,1032.0,1064.0,1105.0,1138.0,31.3,,1.0,274.72,269.170606060606,2.37171907408944,0.315579023695573,9.75235177865613,-7.03032572196105,148591.0,6661146.0
mjeldeelva,69.5482354139129,18.4186255145629,4.8,0.0,2.5,0.0,0.5,0.0,5.3,86.0,0.0,10.2,161.0,852.0,249.0,319.0,365.0,419.0,462.0,507.0,549.0,599.0,643.0,66.5,,1.0,328.510909090909,622.183636363636,5.81811001410437,0.4757915098724921,9.88881752305665,-7.36991269308261,633260.0,7719233.0
moellefossen,60.590227540982,5.52503033157814,17.3,0.9,2.6,10.8,14.4,0.0,57.3,20.3,0.0,64.9,6.0,818.0,153.0,159.0,176.0,223.0,290.0,354.0,409.0,488.0,589.0,84.6,,1.0,544.177575757576,887.285454545455,7.984209740313619,0.540564106702248,12.6571673254282,-0.949801880456682,17830.0,6754551.0
moellen,60.4816847386701,5.75920444443345,9.4,0.6,0.4,0.1,4.8,0.0,22.9,66.7,0.0,34.8,95.0,972.0,356.0,489.0,596.0,668.0,720.0,744.0,763.0,793.0,850.0,110.8,,1.0,662.444242424242,1113.69939393939,10.3767095328964,0.553435113636235,10.9926152832675,-3.26178979180658,6786.0,6740742.0
morkenfoss,64.4152336437403,10.9762196939881,10.9,0.0,6.900000000000001,4.1,6.6,0.0,37.8,41.5,0.0,53.1,111.0,610.0,137.0,181.0,219.0,253.0,289.0,336.0,380.0,435.0,484.0,44.9,,1.0,330.74727272727296,543.93303030303,5.13068779556957,0.49796390144442,12.1907641633729,-3.10783075889859,307029.0,7149667.0
muoidejohka,66.8014716024319,14.6589663995865,6.0,0.0,0.0,1.3,4.0,1.0,0.0,95.1,0.0,13.7,618.0,1360.0,898.0,918.0,938.0,963.0,992.0,1014.0,1045.0,1079.0,1131.0,65.5,,1.0,204.562727272727,408.532121212121,3.76228158964573,0.417350992022676,7.25482872200264,-11.5022196104768,485005.0,7409287.0
myrholten,63.07839394299,8.75413604977795,3.4,0.0,1.3,2.9,5.0,0.0,0.5,49.4,0.0,4.4,400.0,784.0,437.0,474.0,503.0,518.0,537.0,553.0,569.0,596.0,658.0,54.8,,1.0,373.990303030303,503.015151515152,4.93901352360408,0.470567550396707,11.3245059288538,-3.8091202149093406,184840.0,7009673.0
nedre_russvik,68.1324541601978,16.5203722335542,5.8,0.0,0.8,3.1,5.3,4.1,28.0,60.1,0.0,15.2,102.0,1327.0,169.0,299.0,428.0,536.0,590.0,676.0,764.0,855.0,941.0,50.0,,1.0,363.08,545.051212121212,5.23612710528499,0.452884463482632,9.95038537549407,-7.48637004701142,563195.0,7558412.0
neselva,61.6949782776278,6.36101281877971,7.9,0.2,0.7,0.5,2.7000000000000006,8.2,14.8,70.4,0.0,25.9,185.0,1569.0,586.0,753.0,903.0,959.0,1022.0,1095.0,1170.0,1229.0,1310.0,90.4,,1.0,363.994545454545,611.880303030303,5.6284003982411,0.502110882415451,8.76245059288538,-6.41447280053727,43951.0,6870556.0
nybuelvi,60.5562207644293,9.23017701887525,6.9,0.1,9.5,0.8,7.2,0.0,72.8,4.4,0.0,14.2,851.0,1108.0,906.0,932.0,944.0,961.0,974.0,990.0,1005.0,1019.0,1038.0,22.2,,1.0,263.329393939394,190.637878787879,1.94332282419315,0.294328814857666,9.65631752305665,-8.1840362659503,183874.0,6727227.0
nyvikelva,64.8216370955485,13.6449619603007,9.6,0.0,10.4,2.9,8.5,0.0,22.9,48.6,0.0,40.7,531.0,1148.0,605.0,648.0,665.0,684.0,700.0,720.0,752.0,805.0,893.0,44.3,,1.0,288.532424242424,396.684545454546,4.05471251970464,0.4467349116743519,9.77149209486166,-7.929922766957689,435673.0,7189269.0
